Pelicula,Año de estreno,Ganancia
Homeless to Harvard: The Liz Murray Story,2003,1376997526.45
Deux jours Ã  tuer,2008,66196891.09
Fase 7,2011,211560002.76500002
SpaceCamp,1986,233459531.67000002
The Gnome-Mobile,1967,143820316.11
Mrs. Winterbourne,1996,13230183.770000003
Almost an Angel,1990,143377369.5
Thoroughly Modern Millie,1967,156657550.18600002
The Last of Sheila,1973,-20882627.89
Asylum,2008,55595518.36000001
Wong Fei Hung V: Tit gai dau ng gung,1993,53921892.167
The Living,2014,89558670.18
No No: A Dockumentary,2014,67206687.49
Carry On... Up the Khyber,1968,9830875.920000002
Something the Lord Made,2004,-107205949.21499999
The Cheetah Girls 2,2006,12843576.630000003
Paa,2009,47479620.89
Lenny,1974,14631731.220000003
Decoys,2004,1029316.2300000004
Don McKay,2009,36505347.507
Chris Tucker: Live,2015,6539931.210000001
Je vous trouve trÃ¨s beau,2005,15334283.079999998
Seconds,1966,23814330.774
Signs,2008,282223168.66999996
Satan's Little Helper,2004,156151211.42000002
Reversal of Fortune,1990,299253578.699
Merry Christmas Drake and Josh,2008,312473616.20000005
Believe Me,2014,529702870.6
Mr. Pip,2012,48208414.49
Harry Price: Ghost Hunter,2015,580426232.08
Foxes,1980,17841402.220000006
Billboard Dad,1998,35118636.3192
American Pop,1981,105159390.08
Absolute Beginners,1986,47597847.05
The Gene Generation,2007,-2957418.5600000024
Carry On Screaming!,1966,295227476.28000003
Dead Set,2008,-9747548.36999999
Sleep Dealer,2008,53180605.844
Eye of the Needle,1981,105458772.893
Good Dick,2008,587692811.13
Moby Dick,1998,561185986.9
Seal Team Eight: Behind Enemy Lines,2014,181675782.748
Being Elmo: A Puppeteer's Journey,2011,819690438.8
Bill Burr: I'm Sorry You Feel That Way,2014,232986238.392
Cousin Ben Troop Screening,2012,462295506.124
The Thirteenth Year,1999,116994524.27999999
The Audition,2015,109306312.70199999
The Guvnors,2014,88486034.02
Narco,2004,22195813.4
The Wolfpack,2015,0.0
Freshman Father,2010,7454222.549999999
Nick Offerman: American Ham,2014,35984443.739999995
Aziz Ansari: Live at Madison Square Garden,2015,68680910.13999999
George Washington,2000,-9864132.590000004
Requiem for the American Dream,2015,65912558.95999999
The Endless Summer,1966,9071314.174999999
Cutie and the Boxer,2013,2750136650.64
For Your Consideration,2006,616798805.9399999
Chlopaki nie placza,2000,251901765.461
Forbidden World,1982,123229127.17000002
Ellie Parker,2005,1021009368.35
D.E.B.S.,2004,103436204.68
The Green Prince,2014,44972262.910000004
Basket Case,1982,840489082.39
The Adventures of Ford Fairlane,1990,99525553.39
The Decline of Western Civilization Part II: The Metal Years,1988,75246359.85
Io speriamo che me la cavo,1992,60259745.440000005
Hope and Glory,1987,86346744.8
Guest House Paradiso,1999,25148489.41967
Jackie,2012,31364929.76
iCarly: iGo to Japan,2008,-35977810.33
Coco Chanel,2008,1611805.903
For Keeps,1988,28062692.051
Ping Pong,2002,59363387.033999994
Steve Jobs: Billion Dollar Hippy,2011,89117036.1725
Home Run,2013,103312441.66299999
Mine Games,2012,444994813.76900005
Feng kuang de shi tou,2006,122614336.949
Tsotsi,2005,222709707.92000002
Alone in the Wilderness,2004,61307168.449999996
Meantime,1983,109641912.51999998
Merchants of Doubt,2014,237948447.56
The Principal,1987,142677107.74
Jimi: All Is by My Side,2013,22607018.363
A Woman Under the Influence,1974,107670714.59
Manic,2001,58276371.94
Not Another Happy Ending,2013,76212002.49
The Protector,2006,106648421.42999999
Crimewave,1985,593913194.4300001
Uncommon Valor,1983,1238757.300000012
Indigenous,2014,429417173.88
Heyy Babyy,2007,1878643093.8
Fat Sick & Nearly Dead,2010,18755669.511
Jean-Philippe,2006,452557302.894
35 Rhums,2009,36466390.55
Shivers,1975,149242135.24
She-Devil,1989,9319188.7
Magic Beyond Words: The JK Rowling Story,2011,118521948.33999999
Theatre of Blood,1973,181788425.29
Inbred,2011,152758249.25
Doctor Who: A Christmas Carol,2010,106134813.37
Strictly Sexual,2008,400535096.38
Du vent dans mes mollets,2012,369142775.61
My Best Friend's Birthday,1987,136091364.3695
The Fantastic Flying Books of Mr Morris Lessmore,2011,12470840.568
Dane Cook: Vicious Circle,2006,516964986.59
Zeitgeist: Addendum,2008,194580491.13000003
Flesh Gordon,1974,43338382.1
Yu-Gi-Oh! 3D: Bonds Beyond Time,2010,84023393.88
CÃ¡sese quien pueda,2014,88592497.62
The Queen of Versailles,2012,451072956.66
The Unbelievers,2013,321352568.78
Hello Mary Lou: Prom Night II,1987,83767031.32
Le Bonheur est dans le prÃ©,1995,2128035624.37
See Girl Run,2013,760138651.85
The Rutles: All You Need Is Cash,1978,12277898.951000001
Twin Town,1997,437829876.458
Les rencontres d'aprÃ¨s minuit,2013,35088246.166
Liquid Sky,1982,756889875.62
My Amityville Horror,2013,560967380.607
Bloody Birthday,1981,202668822.35000002
The Company of Wolves,1984,80271572.39199999
The Last Waltz,1978,131619076.66000001
The Wicked,2013,4911159.579
Fallen: The Destiny,2007,1246626366.41
Flirting with Forty,2008,230078708.54000002
Une bouteille Ã  la mer,2011,41195031.354
Les grandes ondes (Ã  l'ouest),2013,47452504.480000004
The Prowler,1981,31224790.85882
The Lonely Guy,1984,83517920.1
Night of the Lepus,1972,414886726.73999995
Five Fingers,2006,289302500.36
Who's That Knocking at My Door,1967,131339518.78999999
Hurricane of Fun: The Making of Wet Hot,2015,5385194.92
The Stupids,1996,585909206.72
Guten Tag RamÃ³n,2013,172196992.54
Sleepwalk With Me,2012,53038273.11
The Millionaire Tour,2012,5664115.700000001
L'arbitro,2013,8939423.561
The Doom Generation,1995,211954578.05400002
Gascoigne,2015,53178799.777
Non-Stop,2013,149886130.011
DC Showcase: Green Arrow,2010,43736495.95
I Hate Luv Storys,2010,7562590.770000003
Tabloid,2010,382167390.211
Where the Red Fern Grows,1974,290227277.62
Vision Quest,1985,89860309.67
The Winning Season,2009,438638367.7
Stepfather II: Make Room For Daddy,1989,436953457.17
Chillar Party,2011,-47739130.923999995
Dough,2015,753716631.74
The Big Shave,1968,22820939.0
The I Inside,2004,508220403.16
Home Movie,2008,93004543.64000002
The Plague Dogs,1982,-34259846.9
Fresh Meat,2012,-1218448.6500000022
Hopscotch,1980,445668194.69000006
Bill Burr: Why Do I Do This?,2008,572485481.0899999
The God Who Wasn't There,2005,244814836.18
Five Dances,2013,-33320251.986
The Saddest Music in the World,2003,280319033.82
Against the Wild,2013,172994721.53
Student Bodies,2015,230703333.82
Il ciclone,1996,189294026.93
The Room,2003,42628952.550000004
Eloise at Christmastime,2003,31344818.07
Storm of the Century,1999,83377216.06
The Subjects,2015,25075854.46000001
The 10 Year Plan,2014,-848403.9220000003
Stop at Nothing: The Lance Armstrong Story,2014,1319404004.04
Twinsters,2015,662808899.68
I Will Follow You Into the Dark,2012,194434194.12
Come te nessuno mai,1999,667304134.07
In Like Flint,1967,315072012.25
All for the Winner,1990,86401459.28
One Week,2008,45757346.18
Coonskin,1975,132696303.89999998
Ardennes Fury,2014,165902919.92000002
Comme t'y es belle,2006,344269559.14000005
O Som ao Redor,2012,-58830873.64
Elle: A Modern Cinderella Tale,2011,294154368.3
The Suicide Theory,2015,-9805145.61
Viaggi di nozze,1995,176258462.21
Bernie,1996,67180146.92
Blown Away,1992,9049165.79
Stalked By My Neighbor,2015,53744117.49000001
Waking Sleeping Beauty,2009,46253531.160000004
Mental,2012,901027343.87
Kurbaan,2009,1072786239.71
Hold Your Breath,2012,676290702.39
Bring It On Again,2004,168515725.91
Jonas Brothers: The Concert Experience,2009,-55364509.57000001
The Champ,1979,853474463.56
I'm Here,2010,53713155.25
It's Such a Beautiful Day,2012,676823015.14
A Ballerina's Tale,2015,3518993.3219999997
No End in Sight,2007,34201119.08
Brain Damage,1988,386664707.5
The Overnighters,2014,63272406.69
The Thief and the Cobbler,1993,543972910.57
Meet the Patels,2015,63394723.52
A Fairly Odd Christmas,2012,67460766.03
Deutschland. Ein SommermÃ¤rchen,2006,189645977.6
Long Weekend,2009,7120179.370000001
Kaante,2002,-49841255.58
A Horrible Way to Die,2010,421694259.43299997
Ce soir je dors chez toi,2007,396464688.3
Is It College Yet?,2002,80228925.92
Dark Circles,2013,252295710.7
TINY: A Story About Living Small,2013,34600554.620000005
Dante 01,2008,14416897.761
For the Bible Tells Me So,2007,3243801.9899999984
ì§íŒ¨,2006,1545635295.17
More Than a Game,2008,51064028.46000001
Une semaine sur deux,2009,274701290.05
Finding Fanny,2014,167052321.65
Heroine,2012,51064028.45999999
August,2011,7294861.209999997
Joan Rivers: A Piece of Work,2010,15319208.54
æ’•ç¥¨é¢¨é›²,2010,68909826.80000001
In Search of a Midnight Kiss,2007,13130750.178
Pantani: The Accidental Death of a Cyclist,2014,-12401264.059999999
Zero Charisma,2013,229985357.25599998
Des Lendemains Qui Chantent,2014,21418470.470000003
Russell Peters: Notorious,2013,353902437.90999997
Bambi Meets Godzilla,1969,162205284.03
Mon petit doigt m'a dit...,2005,30229166.580000002
