original_title,cast,director,runtime,genres,production_companies,release_year,budget,revenue
The Crow: Salvation,Eric Mabius|Kirsten Dunst|William Atherton|Jodi Lyn O'Keefe|Fred Ward,Bharat Nalluri,102,Action|Science Fiction|Thriller,Dimension Pictures,2000,1266292114,0
Dream Boy,Stephan Bender|Max Roeg|Thomas Jay Ryan|Diana Scarwid|Owen Beckman,James Bolton,88,Drama|Romance,,2008,0,0
Enter Nowhere,Sara Paxton|Scott Eastwood|Shaun Sipos|Katherine Waterston|Leigh Lezark,Jack Heller,90,Horror|Thriller|Science Fiction|Mystery,,2011,0,0
Talk Radio,Eric Bogosian|Ellen Greene|Leslie Hope|John C. McGinley|Alec Baldwin,Oliver Stone,110,Drama,Cineplex-Odeon Films|Ten-Four Productions,1988,7375564092,6395668774
Mozart and the Whale,Josh Hartnett|Radha Mitchell|Gary Cole|Sheila Kelley|Erica Leerhsen,Petter NÃ¦ss,92,Comedy|Drama|Romance,,2005,1339875948,9487103303
Ill Manors,Riz Ahmed|Ed Skrein|Natalie Press|Anouska Mond|Lee Allen,Ben Drew,121,Crime|Drama,BBC Films|Gunslinger|Film London|Microwave Film|Aimimage Productions,2012,1614565278,0
Today You Die,Steven Seagal|Anthony 'Treach' Criss|Mari Morrow|Nick Mancuso|Robert Miano,Don E. FauntLeRoy,92,Action|Adventure|Thriller,,2005,0,0
Panic Button,Scarlett Alice Johnson|Jack Gordon|Michael Jibson|Elen Rhys|Joshua Richards,Chris Crow,96,Horror|Thriller,Movie Mogul Films,2011,0,0
Do You Believe?,Mira Sorvino|Sean Astin|Alexa PenaVega|Cybill Shepherd,Jonathan M. Gunn,115,Fantasy|Drama,Believe Entertainment|Pure Flix Entertainment|Toy Gun Films|10 West Studios,2015,0,0
Scooby-Doo Meets the Boo Brothers,Casey Kasem|Don Messick|Sorrell Booke|Rob Paulsen|Ronnie Schell,Paul Sommers|Carl Urbano,94,Animation|Adventure|Comedy|Family,,1987,0,0
Eating Out,Rebekah Kochan|Ryan Carnes|Scott Lunsford|Jim Verraros|Kris Black,Q. Allan Brocka,90,Comedy,Ariztical Entertainment,2004,5772226999,0
Dear Frankie,Gerard Butler|Emily Mortimer|Sharon Small|Katy Murphy|Sophie Main,Shona Auerbach,105,Drama|Family,Scottish Screen|PathÃ© Pictures International|UK Film Council|Inside Track Productions|Sigma Films,2004,0,0
The Missing,Tommy Lee Jones|Cate Blanchett|Evan Rachel Wood|Jenna Boyd|Aaron Eckhart,Ron Howard,135,Thriller|Western|Adventure,Columbia Pictures|Imagine Entertainment|Revolution Studios|Daniel Ostroff Productions,2003,7112115869,0
The Signal,Anessa Ramsey|Justin Welborn|AJ Bowen|Scott Poythress|Sahr Ngaujah,David Bruckner|Dan Bush|Jacob Gentry,103,Horror|Action|Thriller|Science Fiction,,2007,5258342913,2628172371
Alien Autopsy,Declan Donnelly|Anthony McPartlin|Bill Pullman|GÃ¶tz Otto|Morwenna Banks,Jonny Campbell,95,Comedy|Science Fiction,Qwerty Films|Ealing Studios|Fragile Films|Warner Bros.,2006,0,0
Pure Luck,Martin Short|Danny Glover|Harry Shearer|Sheila Kelley|Sam Wanamaker,Nadia Tass,96,Comedy|Crime|Mystery,Universal Pictures|Silver Lion Films|Sean Daniel Company,1991,0,0
Without Limits,Billy Crudup|Donald Sutherland|Monica Potter|Jeremy Sisto|Matthew Lillard,Robert Towne,117,Drama,Cruise/Wagner Productions|Warner Bros.,1998,3344238673,1039955225
Flight of the Intruder,Danny Glover|Willem Dafoe|Brad Johnson|Rosanna Arquette|Tom Sizemore,John Milius,115,Action|Adventure|Drama|Thriller,Paramount Pictures,1991,5603824947,0
Abandoned,Brittany Murphy|Dean Cain|Mimi Rogers|Peter Bogdanovich|Kristen Kerr,Michael Feifer,93,Drama|Mystery|Thriller,Renegade Pictures,2010,0,0
Love Is the Devil: Study for a Portrait of Francis Bacon,Derek Jacobi|Daniel Craig|Tilda Swinton|Anne Lambton|Adrian Scarborough,John Maybury,90,TV Movie|Drama,,1998,0,0
Troll,Noah Hathaway|Michael Moriarty|Julia Louis-Dreyfus|Shelley Hack|Jenny Beck,John Carl Buechler,82,Fantasy|Horror,Empire Pictures|Altar Productions,1986,2188347052,1084388631
At Middleton,Vera Farmiga|Andy GarcÃ­a|Taissa Farmiga|Spencer Lofranco|Nicholas Braun,Adam Rogers,101,Romance|Comedy,CineSon Entertainment|Look at the Moon Productions,2013,2340083382,0
Beautiful Boy,Michael Sheen|Maria Bello|Alan Tudyk|Moon Bloodgood|Kyle Gallner,Shawn Ku,100,Drama,First Point Entertainment|Braeburn Entertainment,2010,0,63931
10,Dudley Moore|Julie Andrews|Bo Derek|Robert Webber|Sam J. Jones,Blake Edwards,122,Comedy|Romance,Orion Pictures Corporation|Geoffrey Productions,1979,0,0
House,Michael Madsen|Reynaldo Rosales|Heidi Dippold|Julie Ann Emery|J.P. Davis,Robby Henson,101,Drama|Horror|Thriller,Namesake Entertainment|More Entertainment|Reel Security,2008,0,0
Drones,Matt O'Leary|Eloise Mumford|Whip Hubley|William Russell|Amir Khalighi,Rick Rosenthal,82,Thriller,Whitewater Films|Khaos Digital,2013,0,0
Midnight in the Garden of Good and Evil,John Cusack|Kevin Spacey|Jude Law|Alison Eastwood|Jack Thompson,Clint Eastwood,155,Crime|Drama|Mystery|Thriller,Warner Bros.|Malpaso Company,1997,4754611124,3410449277
Zapped!,Scott Baio|Willie Aames|Robert Mandan|Felice Schachter|Scatman Crothers,Robert J. Rosenthal,98,Comedy,City Films|Rose Films|Thunder Associates,1982,0,0
Barbie as the Island Princess,Mar Bordallo|Paloma Blanco|Tony Cruz|Miguel Ãngel Valera|Ana Alborg,Greg Richardson,86,Animation|Family,,2007,0,0
Khane-ye doust kodjast?,Babek Ahmed Poor|Ahmed Ahmed Poor|Kheda Barech Defai|Iran Outari|Ait Ansari,Abbas Kiarostami,83,Drama,,1987,0,0
7 Days in Hell,Andy Samberg|Kit Harington|Jon Hamm|Michael Sheen|Karen Gillan,Jake Szymanski,43,TV Movie|Comedy,HBO Films,2015,0,0
Scooby-Doo! Abracadabra-Doo,Mindy Cohn|Grey Griffin|Frank Welker|Matthew Lillard,Spike Brandt,75,Animation|Comedy|Family|Mystery,Warner Bros. Animation,2010,0,0
The Train Robbers,John Wayne|Ann-Margret|Rod Taylor|Ben Johnson|Christopher George,Burt Kennedy,92,Action|Western,Batjac Productions|Warner Bros.,1973,0,0
The Good Doctor,Orlando Bloom|Riley Keough|Taraji P. Henson|Rob Morrow|Michael PeÃ±a,Lance Daly,93,Drama|Thriller,,2011,5816388256,504668621
Space Chimps 2: Zartog Strikes Back,Tom Kenny|Zack Shada|Patrick Warburton|Cheryl Hines|Carlos Alazraqui,John H. Williams,76,Animation|Family,Wonderworld Studios,2010,0,0
Riget,Udo Kier|Ernst-Hugo JÃ¤regÃ¥rd|Laura Christensen|Baard Owe|Kirsten Rolffes,Lars von Trier,273,Horror|Mystery,Zentropa,1994,0,0
Salvation Boulevard,Jennifer Connelly|Marisa Tomei|Pierce Brosnan|Ed Harris|Greg Kinnear,George Ratliff,96,Comedy|Thriller|Action|Drama,Mandalay Vision,2011,7755184341,0
Demon Seed,Julie Christie|Fritz Weaver|Gerrit Graham|Berry Kroeger|Lisa Lu,Donald Cammell,94,Horror|Science Fiction,Metro-Goldwyn-Mayer (MGM),1977,0,0
Belli di papÃ ,Diego Abatantuono|Matilde Gioli|Andrea Pisani|Antonio Catania|Nicola Nocella,Guido Chiesa,100,,,2015,0,0
A Love Song for Bobby Long,John Travolta|Scarlett Johansson|Gabriel Macht|Sonny Shroyer|Clayne Crawford,Shainee Gabel,119,Drama,Yari Film Group,2004,0,2125634137
Amen.,Ulrich Tukur|Mathieu Kassovitz|Ulrich MÃ¼he|Michel Duchaussoy|Marcel IureÈ™,Costa-Gavras,132,Drama|History,Renn Productions|TF1 Films Production|Canal+|K.G Productions|KC Medien,2002,0,0
Welcome to the Jungle,Kristen Schaal|Megan Boone|Jean-Claude Van Damme|Adam Brody|Bianca Bree,Rob Meltzer,95,Comedy,120dB Films|Pimienta|The Salt Company International|Private Island Trax|Stun Creative,2013,3276116735,0
Performance,James Fox|Mick Jagger|Anita Pallenberg|MichÃ¨le Breton|Ann Sidney,Nicolas Roeg|Donald Cammell,101,Music|Drama|Crime,Goodtimes Enterprises|Warner Bros.,1970,0,0
I Sell The Dead,Dominic Monaghan|Larry Fessenden|Ron Perlman|Angus Scrimm|Brenda Cooney,Jeremiah Kipp|Zeke Dunn|Nicole Real|Glenn McQuaid,85,Comedy|Drama|Horror,Glass Eye Pix,2008,0,0
Field of Dreams,Kevin Costner|Amy Madigan|Gaby Hoffmann|Ray Liotta|Timothy Busfield,Phil Alden Robinson,107,Drama|Family|Fantasy,Universal Studios,1989,0,1485139568
Get a Clue,Lindsay Lohan|Bug Hall|Ian Gomez|Brenda Song|Charles Shaughnessy,Maggie Greenwald,83,Comedy|Family|Mystery|TV Movie,,2002,0,0
My Dinner with AndrÃ©,Wallace Shawn|Andre Gregory|Jean Lenauer|Roy Butler,Louis Malle,110,Comedy|Drama,The Andre Company|Saga Productions Inc.,1981,0,0
Forever Strong,Neal McDonough|Gary Cole|Sean Astin|Sean Faris|Julie Warner,Ryan Little,112,Drama,,2008,0,0
Suwingu gÃ¢ruzu,Ueno Juri|Yuta Hiraoka|Shihori Kanjiya|Yuika Motokariya|Nagisa Abe,Shinobu Yaguchi,105,Comedy,,2004,0,0
Ridicule,Charles Berling|Jean Rochefort|Fanny Ardant|Judith GodrÃ¨che|Bernard Giraudeau,Patrice Leconte,102,Comedy|Drama|Romance,EpithÃ¨te Films,1996,4170650217,3480864987
Le mari de la coiffeuse,Jean Rochefort|Anna Galiena|Roland Bertin|Maurice Chevit|Philippe ClÃ©venot,Patrice Leconte,82,Comedy|Drama|Romance,,1990,0,0
Surviving the Game,Ice-T|Rutger Hauer|Charles S. Dutton|Gary Busey|John C. McGinley,Ernest R. Dickerson,96,Action|Adventure|Thriller|Crime,New Line Cinema,1994,1088622556,1131286703
Von Ryan's Express,Frank Sinatra|Trevor Howard|Raffaella CarrÃ |Brad Dexter|Sergio Fantoni,Mark Robson,117,Action|Drama|History|Thriller|War,P-R Productions Picture,1965,3986244688,0
Lost Boys: The Thirst,Corey Feldman|Jamison Newlander|Tanit Phoenix|Casey B. Dolan|Sean Cameron Michael,Darlo Piana,81,Action|Adventure|Comedy,ApolloMovie Beteiligungs|Thunder Road Pictures|Hollywood Media Bridge|Film Afrika Worldwide,2010,4400000,0
12 Angry Men,Courtney B. Vance|Ossie Davis|George C. Scott|Armin Mueller-Stahl|Dorian Harewood,William Friedkin,117,Crime|Drama,MGM Television,1997,0,0
Alyce Kills,Jade Dornfeld|Tamara Feldman|James Duval|Larry Cedar|Eddie Rouse,Jay Lee,90,Horror|Thriller,Scream HQ|Social Construct,2011,0,0
Weekend,Tom Cullen|Chris New|Jonathan Race|Laura Freeman|Loreto Murray,Andrew Haigh,96,Drama|Romance,EM Media|The Bureau|Glendale Picture Company|Synchronicity Films,2011,7755184341,4555657019
Krabat,David Kross|Daniel BrÃ¼hl|Robert Stadlober|Hanno Koffler|Christian Redl,Marco Kreuzpaintner,120,Action|Fantasy|Horror,Krabat Filmproduktion|Seven Pictures Film,2008,810229307,0
Teen Beach 2,Ross Lynch|Maia Mitchell|Grace Phipps|Garrett Clayton|John DeLuca,Jeffrey Hornaday,104,Comedy|Music,Disney Channel,2015,0,0
Full Out,Ana Golja|Jennifer Beals|Ashanti Bromfield|Trevor Tordjman|Jake Epstein,Sean Cisterna,94,History|Drama|Family,Carmel Creek Productions,2015,1379999393,0
Silent Night Deadly Night,Lilyan Chauvin|Gilmer McCormick|Toni Nero|Robert Brian Wilson|Britt Leach,Charles E. Sellier Jr.,79,Thriller|Horror,TriStar Pictures,1984,2235479772,0
Outpost,Ray Stevenson|Julian Wadham|Richard Brake|Paul Blair|Brett Fancy,Steve Barker,90,Action|Adventure|Horror,Regent Capital|Black Camel Pictures,2007,0,0
Solstice,Elisabeth Harnois|Shawn Ashmore|Hilarie Burton|Amanda Seyfried|Tyler Hoechlin,Daniel Myrick,87,Drama|Horror|Thriller,Endgame Entertainment|Solstice Productions,2008,0,0
Across the Hall,Mike Vogel|Brittany Murphy|Danny Pino|Brad Greenquist|Arie Verveen,Alex Merkin,93,Thriller|Mystery|Romance,Godfather Entertainment,2009,0,0
Blue Like Jazz,Marshall Allman|Claire Holt|Tania Raymonde|Justin Welborn|Eric Lange,Steve Taylor,106,Drama|Comedy,Ruckus Films,2012,1187180352,0
The Out-of-Towners,Steve Martin|Goldie Hawn|John Cleese|Mark McKinney|Jessica Cauffiel,Sam Weisman,90,Comedy,Paramount Pictures|Cherry Alley Productions,1999,9817896349,3796253255
The Marine 2,Michael Rooker|Temuera Morrison|Lara Cox|Ted DiBiase Jr.|Able Wanamakok,Roel ReinÃ©,95,Action|Adventure|Drama|Thriller,20th Century Fox|WWE Studios,2009,0,0
Chouchou,Gad Elmaleh|Alain Chabat|Claude Brasseur|Roschdy Zem|Catherine Frot,Merzak Allouache,105,Comedy,Fechner Audiovisuel|KS2 Productions|Eclair num%C3%A9rique,2003,0,0
Splendor in the Grass,Natalie Wood|Warren Beatty|Pat Hingle|Audrey Christie|Barbara Loden,Elia Kazan,124,Drama|Romance,Warner Bros.|Newton Productions|NBI Productions,1961,0,0
Ben 10: Alien Swarm,Ryan Kelley|Galadriel Stineman|Nathan Keyes|Alyssa Diaz|Herbert Siguenza,Alex Winter,69,Adventure,Cartoon Network Studios|Trouper Productions,2009,4065601736,0
Bad News Bears,Billy Bob Thornton|Ken Medlock|Aman Johal|Greg Kinnear|Marcia Gay Harden,Richard Linklater,113,Comedy|Family,Paramount Pictures,2005,3349689869,3824547153
Deathtrap,Michael Caine|Christopher Reeve|Dyan Cannon|Irene Worth|Henry Jones,Sidney Lumet,116,Comedy|Crime|Drama|Mystery|Romance,Warner Bros.,1982,0,0
Narcopolis,Elliot Cowan|Elodie Yung|Jonathan Pryce|Robert Bathurst|James Callis,Justin Trefgarne,96,Thriller|Mystery|Science Fiction,T Squared Film,2015,1379999393,0
Staten Island Summer,Graham Phillips|Zack Pearlman|Ashley Greene|Kate Walsh|Gina Gershon,Rhys Thomas,108,Comedy,Paramount Pictures,2015,0,0
The Truth About Charlie,Mark Wahlberg|Thandie Newton|Tim Robbins|Christine Boisson|Lisa Gay Hamilton,Jonathan Demme,104,Mystery|Thriller,Universal Pictures,2002,0,0
The Traveler,John Cassini|Val Kilmer|Camille Sullivan|Dylan Neal|Paul McGillion,Michael Oblowitz,96,Horror|Thriller,Hollywood Media Bridge|Front Street Pictures|Voltage Pictures,2010,0,0
The White Buffalo,Charles Bronson|Jack Warden|Clint Walker|Slim Pickens|Stuart Whitman,J. Lee Thompson,97,Western,Dino De Laurentiis Company,1977,0,0
Frankie and Johnny,Michelle Pfeiffer|Al Pacino|HÃ©ctor Elizondo|Kate Nelligan|Nathan Lane,Garry Marshall,118,Drama|Comedy|Romance,Paramount Pictures,1991,0,3646254387
Inhale,Rosanna Arquette|Diane Kruger|Dermot Mulroney|Sam Shepard|Jordi MollÃ ,Baltasar KormÃ¡kur,100,Drama|Action|Thriller,26 Films,2010,10000000,55089
Aileen: Life and Death of a Serial Killer,Aileen Wuornos|Nick Broomfield,Joan Churchill|Nick Broomfield,89,Documentary|Drama,,2003,0,0
Like Mike 2: Streetball,Jascha Washington|Kel Mitchell|Michael Beach|Brett Kelly|Micah Williams,David Nelson,96,Comedy|Drama|Family,Twentieth Century Fox Home Entertainment,2006,5408345791,0
I Wanna Hold Your Hand,Nancy Allen|Bobby Di Cicco|Wendie Jo Sperber|Theresa Saldana|Marc McClure,Robert Zemeckis,104,Comedy|Family,Universal Pictures,1978,9025291876,0
The Pelayos,Daniel BrÃ¼hl|LluÃ­s Homar|Blanca SuÃ¡rez|Sonia Casademont|Hui Chi Chiu,Eduard CortÃ©s,90,Drama,TelevisiÃ³n EspaÃ±ola TVE|Afrodita Audiovisual A.I.E.|Alea Docs & Films|Bausan Films|ICIC,2012,0,0
Safelight,Juno Temple|Evan Peters|Kevin Alejandro|Meaghan Jette Martin|Jason Beghe,Tony Aloupis,84,Drama,Aloupis Productions|Hacienda Film Co.,2015,0,0
Doctor Dolittle,Rex Harrison|Samantha Eggar|Richard Attenborough|Anthony Newley|Peter Bull,Richard Fleischer,152,Adventure|Fantasy|Comedy|Family|Music,Twentieth Century Fox Film Corporation|APJAC Productions,1967,1176617473,5883087366
Pootie Tang,Jennifer Coolidge|Lance Crouther|J.B. Smoove|Reg E. Cathey|Robert Vaughn,Louis C.K.,81,Action|Comedy,,2001,0,0
Train,Thora Birch|Gideon Emery|Gloria Votsis|Derek Magyar|Todd Jensen,Gideon Raff,94,Horror|Thriller,Nu Image Films|Millennium Films,2008,0,0
Robot Chicken: Star Wars Episode III,Seth Green|Zac Efron|Seth MacFarlane|Carrie Fisher|Donald Faison,Chris McKay,45,Comedy|Science Fiction,,2010,0,0
The Island of Dr. Moreau,Marlon Brando|Val Kilmer|David Thewlis|Fairuza Balk|Daniel Rigney,Richard Stanley|John Frankenheimer,96,Fantasy|Horror|Science Fiction,New Line Cinema,1996,5560866956,6899336908
Deliria,Barbara Cupisti|David Brandon|Robert Gligorov|Mary Sellers|Giovanni Lombardo Radice,Michele Soavi,90,Horror,Filmirage|DMV Distribuzione,1987,1919080438,0
Erik the Viking,Tim Robbins|Mickey Rooney|Eartha Kitt|Terry Jones|Imogen Stubbs,Terry Jones,107,Adventure|Fantasy|Comedy,Svensk Filmindustri (SF)|Prominent Features|KB Erik the Viking,1989,0,0
CafÃ©,Jennifer Love Hewitt|Jamie Kennedy|Madeline Carroll|Alexa PenaVega|Katie Lowes,Marc Erlbaum,95,Drama,,2011,0,0
Nobody's Fool,Paul Newman|Bruce Willis|Melanie Griffith|Jessica Tandy|Dylan Walsh,Robert Benton,110,Drama|Comedy,Paramount Pictures|Capella International|Cinehaus,1994,0,0
Julia,Ashley C. Williams|Tahyna Tozzi|Jack Noseworthy|Joel de la Fuente|Cary Woodworth,Matthew A. Brown,95,Thriller|Horror,Zero Gravity Management|Farraj Factory|Kinetic Arts|Tycor International Film Company,2014,0,2496156748
The Crush,Cary Elwes|Alicia Silverstone|Jennifer Rubin|Kurtwood Smith|Amber Benson,Alan Shapiro,89,Drama|Thriller,Warner Bros.|Morgan Creek Productions,1993,905681977,2054297446
Doghouse,Stephen Graham|Danny Dyer|Noel Clarke|Emil Marwa|Lee Ingleby,Jake West,89,Comedy|Horror,Carnaby International|Hanover Films|Molinare Studios,2009,0,0
The Last Detail,Jack Nicholson|Otis Young|Randy Quaid|Clifton James|Carol Kane,Hal Ashby,103,Comedy|Drama,Columbia Pictures|Acrobat Productions|Bright-Persky Associates,1973,0,0
Road House,Patrick Swayze|Kelly Lynch|Sam Elliott|Ben Gazzara|Marshall R. Teague,Rowdy Herrington,114,Action|Thriller,United Artists|Star Partners II Ltd.|Silver Pictures,1989,2638477409,5285754667
Jane Austen's Mafia!,Jay Mohr|Billy Burke|Christina Applegate|Pamela Gidley|Olympia Dukakis,Jim Abrahams,84,Comedy|Crime,Tapestry Films|Touchstone Pictures,1998,1337695469,2541621391
Le temps du loup,Isabelle Huppert|Patrice ChÃ©reau|Brigitte RoÃ¼an|Daniel Duval|BÃ©atrice Dalle,Michael Haneke,113,Drama,Canal Plus|Wega Film|Bavaria Film,2003,0,0
Four Lions,Riz Ahmed|Nigel Lindsay|Kayvan Novak|Adeel Akhtar|Arsher Ali,Chris Morris,101,Comedy|Crime|Drama,Film4|Drafthouse Films|Warp Films|Wild Bunch Distribution,2010,967686,4270000
Rudderless,Billy Crudup|Anton Yelchin|Felicity Huffman|Selena Gomez|Laurence Fishburne,William H. Macy,105,Music|Drama|Comedy,Unified Pictures|Amberdale Productions|Tee Rob Pictures,2014,4605455254,0
Downloaded,Sean Parker|Shawn Fanning|Lars Ulrich|Jon Stewart|Noel Gallagher,Alex Winter,106,Documentary,VH1 Rock Docs,2013,0,0
The Contractor,Wesley Snipes|Eliza Bennett|Lena Headey|Ralph Brown|Charles Dance,Josef Rusnak,105,Action|Adventure|Drama|Thriller,April Productions|Chaintron|RMA Productions,2007,0,0
Copenhagen,Gethin Anthony|Frederikke Dahl Hansen|Sebastian Armesto|Tamzin Merchant|Mille Dinesen,Mark Raso,98,Adventure|Romance|Drama,Heretic Films|Scorched Films|Fidelio,2014,0,0
Corky Romano,Chris Kattan|Vinessa Shaw|Peter Falk|Peter Berg|Chris Penn,Rob Pritts,86,Action|Comedy|Crime,Robert Simonds Productions|Touchstone Pictures,2001,1354636928,2952911712
Bang Bang,Hrithik Roshan|Katrina Kaif|Danny Denzongpa|Ron Smoorenburg,Siddharth Anand,153,Action|Adventure|Thriller|Romance,Fox Star Studios,2014,0,0
Daft Punk's Electroma,Peter Hurteau|Michael Reich,Thomas Bangalter|Guy-Manuel de Homem-Christo,74,Science Fiction,,2006,0,0
Hombre,Paul Newman|Fredric March|Richard Boone|Diane Cilento|Cameron Mitchell,Martin Ritt,111,Action|Drama|Western,Twentieth Century Fox Film Corporation|Hombre Productions,1967,0,0
Orange County,Colin Hanks|Jack Black|Schuyler Fisk|Bret Harrison|Kyle Howard,Jake Kasdan,82,Comedy|Drama,Paramount Pictures|MTV Films,2002,0,0
If Looks Could Kill,Richard Grieco|Gabrielle Anwar|Roger Rees|Linda Hunt|Robin Bartlett,William Dear,88,Adventure|Action|Comedy,Warner Bros. Pictures,1991,0,1247026691
Employee of the Month,Matt Dillon|Steve Zahn|Christina Applegate|Andrea Bendewald|Jay Leggett,Mitch Rouse,97,Action|Comedy,Yari Film Group,2004,0,0
Bad Roomies,Patrick Renna|Tommy Savas|Annie Monroe|Jackie Tohn|Page Kennedy,Jason Schnell,93,Comedy,Eastside Films,2015,0,0
Close Range,Scott Adkins|Nick Chinlund|Caitlin Keats|Jake La Botz|Tony Perez,Isaac Florentine,80,Crime|Action,Bleiberg Entertainment|Compound B|Underdogg Entertainment|Entropy,2015,0,0
Walk Don't Run,Cary Grant|Samantha Eggar|Jim Hutton|John Standing|Miiko Taka,Charles Walters,114,Comedy|Romance,Columbia Pictures Corporation,1966,0,0
Birdman of Alcatraz,Burt Lancaster|Karl Malden|Thelma Ritter|Neville Brand|Betty Field,John Frankenheimer,143,Drama,Norma Productions,1962,1910238953,2234619152
The Witches of Oz,Christopher Lloyd|Sean Astin|Mia Sara|Ethan Embry|Paulie Redding,Leigh Scott,164,Fantasy|Drama|Action,,2011,0,0
After School Special,Tony Denman|Daniel Farber|Erik von Detten|Sarah-Jane Potts,David M. Evans,90,Comedy,Motion Picture Corporation of America (MPCA)|International West Pictures (IWP)|Original Voices Inc.|Talent Network Media GmbH|CoproducciÃ³n Alemania-USA,2003,0,0
American Movie,Mark Borchardt|Mike Schank|Tom Schimmels|Monica Borchardt|Alex Borchardt,Chris Smith,107,Documentary,Civilian Pictures|Bluemark Productions|C-Hundred Film Corporation,1999,0,0
Fire in the Sky,D. B. Sweeney|Robert Patrick|Craig Sheffer|Peter Berg|Henry Thomas,Robert Lieberman,109,Drama|Horror|Thriller|Mystery,Paramount Pictures,1993,3001664342,2977328969
Oorlogswinter,Martijn Lakemeier|Melody Klaver|Yorick van Wageningen|Jamie Campbell Bower|Raymond Thiry,Martin Koolhoven,103,Drama|History|War,Max TV|Prime Time|Isabella Films B.V.|Fu Works|Isabella Films,2008,4051146535,5368255297
Crossworlds,Rutger Hauer|Josh Charles|Andrea Roth|Perry Anzilotti|Jack Black,Krishna Rao,90,Action|Science Fiction|Comedy,Trimark,1996,0,0
Cougar Club,Joe Mantegna|Jason Jurman|Carrie Fisher|Izabella Scorupco|Faye Dunaway,Christopher Duddy,93,Comedy,,2007,0,0
Suburbia,Chris Pedersen|Bill Coyne|Jennifer Clay|Timothy O'Brien|Wade Walston,Penelope Spheeris,94,Drama|Music,New World Pictures,1984,0,0
Body Bags,John Carpenter|Robert Carradine|Alex Datcher|David Naughton|Stacy Keach,John Carpenter|Tobe Hooper|Larry Sulkis,94,Horror,Showtime Networks,1993,0,0
Eye of the Beholder,Ewan McGregor|Ashley Judd|Patrick Bergin|K.D. Lang|GeneviÃ¨ve Bujold,Stephan Elliott,109,Drama|Mystery|Thriller,Destination Films,1999,196357927,0
East Is East,Om Puri|Linda Bassett|Ian Aspinall|Jimi Mistry|Archie Panjabi,Damien O'Donnell,97,Comedy,BBC|Assassin Films|Film4,1999,4974400817,3691529027
The Last Exorcism Part II,Ashley Bell|Julia Garner|Andrew Sensenig|Spencer Treat Clark|Judd Lormand,Ed Gass-Donnelly,88,Horror|Thriller,StudioCanal|CBS Films,2013,4680166764,1420833294
Bright Lights Big City,Michael J. Fox|Kiefer Sutherland|Phoebe Cates|Jason Robards|Dianne Wiest,James Bridges,107,Drama,United Artists|Mirage Enterprises|CST Telecommunications|Star Partners,1988,0,0
Quigley Down Under,Tom Selleck|Laura San Giacomo|Alan Rickman|Chris Haywood|Ron Haddrick,Simon Wincer,119,Romance|Action|Adventure|Western|Drama,Pathe|Metro-Goldwyn-Mayer (MGM),1990,0,0
Tupac: Resurrection,Tupac Shakur,Lauren Lazin,112,Music|Documentary,Paramount Pictures|MTV Films,2003,0,9255854575
Night Train,Danny Glover|Steve Zahn|Leelee Sobieski|Matthias SchweighÃ¶fer|Togo Igawa,Brian King,87,Thriller|Action|Crime,A-Mark Entertainment|Instinctive Film|FilmTiger,2009,0,0
JÃ¤garna,Rolf LassgÃ¥rd|Lennart JÃ¤hkel|Jarmo MÃ¤kinen|Helena BergstrÃ¶m|Tomas NorstrÃ¶m,Kjell Sundvall,113,Thriller|Crime|Mystery,Filmteknik,1996,2432879293,0
My Brother the Devil,James Floyd|Fady Elsayed|SaÃ¯d Taghmaoui|Aymen Hamdouchi|Ashley Bashy Thomas,Sally El Hosaini,111,Drama,,2012,0,0
Relative Strangers,Danny DeVito|Kathy Bates|Ron Livingston|Neve Campbell,Greg Glienna,84,Comedy,Gordonstreet Pictures|Equity Pictures Medienfonds GmbH & Co. KG|Garlin Pictures,2006,0,0
Tekkon kinkurÃ®to,Kazunari Ninomiya|Yusuke Iseya|KankurÃ´ KudÃ´|Min Tanaka|Tomomichi Nishimura,Michael Arias,103,Action|Adventure|Animation,Aniplex|Asmik Ace Entertainment|Shogakukan|Studio 4Â°C,2006,0,0
Fever Pitch,Colin Firth|Ruth Gemmell|Mark Strong|Holly Aird|Ken Stott,David Evans,102,Comedy|Romance,Scala Productions|Wildgaze Films,1997,0,0
A Charlie Brown Thanksgiving,Todd Barbee|Robin Kohn|Stephen Shea|Stephen Shea,Bill Melendez|Phil Roman,25,Animation|Comedy|Family,Lee Mendelson Film Productions|Bill Melendez Productions|United Feature Syndicate (UFS),1973,0,0
Les 7 jours du talion,Claude Legault|RÃ©my Girard|Martin Dubreuil|Fanny Mallette|Rose-Marie Coallier,Daniel Grou,105,Drama|Horror|Thriller,Go Films,2010,0,0
Taps,George C. Scott|Timothy Hutton|Ronny Cox|Sean Penn|Tom Cruise,Harold Becker,126,Drama,Twentieth Century Fox Film Corporation,1981,3357467127,859896566
Cocaine Cowboys,Jon Roberts|Jorge Ayala|Mickey Munday|Toni Mooney|Nelson Andreu,Billy Corben,118,Action|Documentary,Rakontur,2006,0,1763120728
Perfect Sisters,Abigail Breslin|Georgie Henley|Mira Sorvino|Jeffrey Ballard|ZoÃ« Belkin,Stanley M. Brooks,100,Thriller|Drama|Crime,Julijette,2014,0,0
Ms .45,ZoÃ« Lund|Albert Sinkys|Darlene Stuto|Abel Ferrara|Bogey,Abel Ferrara,81,Horror|Crime|Drama|Thriller,Navaron Films,1981,1486878299,0
